Future Month,Last,Timestamp
Dec,17.52,2024-07-19 06:01
Jan,18.25,2024-07-19 06:01
Feb,18.5,2024-07-19 06:01
Mar,18.66,2024-07-19 06:01
VIX,15.93,2024-07-19 06:01
Aug,15.35,2024-07-19 07:01
Sep,16.1,2024-07-19 07:01
Oct,18.06,2024-07-19 07:01
Nov,17.66,2024-07-19 07:01
Dec,17.52,2024-07-19 07:01
Jan,18.25,2024-07-19 07:01
Feb,18.5,2024-07-19 07:01
Mar,18.66,2024-07-19 07:01
VIX,15.93,2024-07-19 07:01
Aug,15.3,2024-07-19 08:00
Sep,16.05,2024-07-19 08:00
Oct,18.05,2024-07-19 08:00
Nov,17.65,2024-07-19 08:00
Dec,17.55,2024-07-19 08:00
Jan,18.25,2024-07-19 08:00
Feb,18.5,2024-07-19 08:00
Mar,18.66,2024-07-19 08:00
VIX,15.93,2024-07-19 08:00
Aug,15.55,2024-07-19 09:03
Sep,16.25,2024-07-19 09:03
Oct,18.2,2024-07-19 09:03
Nov,17.75,2024-07-19 09:03
Dec,17.62,2024-07-19 09:03
Jan,18.3,2024-07-19 09:03
Feb,18.55,2024-07-19 09:03
Mar,18.8,2024-07-19 09:03
VIX,15.93,2024-07-19 09:03
Aug,15.7,2024-07-19 10:01
Sep,16.4,2024-07-19 10:01
Oct,18.34,2024-07-19 10:01
Nov,17.85,2024-07-19 10:01
Dec,17.71,2024-07-19 10:01
Jan,18.4,2024-07-19 10:01
Feb,18.66,2024-07-19 10:01
Mar,18.93,2024-07-19 10:01
VIX,16.65,2024-07-19 10:01
Aug,15.65,2024-07-19 11:01
Sep,16.35,2024-07-19 11:01
Oct,18.35,2024-07-19 11:01
Nov,17.8,2024-07-19 11:01
Dec,17.65,2024-07-19 11:01
Jan,18.4,2024-07-19 11:01
Feb,18.66,2024-07-19 11:01
Mar,18.93,2024-07-19 11:01
VIX,16.65,2024-07-19 11:01
Aug,15.7,2024-07-19 12:01
Sep,16.38,2024-07-19 12:01
Oct,18.32,2024-07-19 12:01
Nov,17.85,2024-07-19 12:01
Dec,17.69,2024-07-19 12:01
Jan,18.4,2024-07-19 12:01
Feb,18.66,2024-07-19 12:01
Mar,18.93,2024-07-19 12:01
VIX,16.65,2024-07-19 12:01
Aug,15.65,2024-07-19 13:02
Sep,16.34,2024-07-19 13:02
Oct,18.27,2024-07-19 13:02
Nov,17.8,2024-07-19 13:02
Dec,17.62,2024-07-19 13:02
Jan,18.32,2024-07-19 13:02
Feb,18.6,2024-07-19 13:02
Mar,18.93,2024-07-19 13:02
VIX,16.65,2024-07-19 13:02
Aug,15.41,2024-07-19 15:01
Sep,16.12,2024-07-19 15:01
Oct,18.09,2024-07-19 15:01
Nov,17.62,2024-07-19 15:01
Dec,17.46,2024-07-19 15:01
Jan,18.2,2024-07-19 15:01
Feb,18.55,2024-07-19 15:01
Mar,18.8,2024-07-19 15:01
VIX,16.65,2024-07-19 15:01
Aug,15.41,2024-07-19 15:02
Sep,16.12,2024-07-19 15:02
Oct,18.09,2024-07-19 15:02
Nov,17.62,2024-07-19 15:02
Dec,17.46,2024-07-19 15:02
Jan,18.2,2024-07-19 15:02
Feb,18.55,2024-07-19 15:02
Mar,18.8,2024-07-19 15:02
VIX,16.65,2024-07-19 15:02
Aug,15.45,2024-07-19 16:02
Sep,16.17,2024-07-19 16:02
Oct,18.11,2024-07-19 16:02
Nov,17.7,2024-07-19 16:02
Dec,17.46,2024-07-19 16:02
Jan,18.15,2024-07-19 16:02
Feb,18.44,2024-07-19 16:02
Mar,18.7,2024-07-19 16:02
VIX,16.06,2024-07-19 16:02
Aug,15.75,2024-07-19 17:01
Sep,16.36,2024-07-19 17:01
Oct,18.21,2024-07-19 17:01
Nov,17.75,2024-07-19 17:01
Dec,17.55,2024-07-19 17:01
Jan,18.23,2024-07-19 17:01
Feb,18.55,2024-07-19 17:01
Mar,18.8,2024-07-19 17:01
VIX,16.23,2024-07-19 17:01
Aug,15.7,2024-07-19 18:01
Sep,16.37,2024-07-19 18:01
Oct,18.17,2024-07-19 18:01
Nov,17.72,2024-07-19 18:01
Dec,17.46,2024-07-19 18:01
Jan,18.16,2024-07-19 18:01
Feb,18.5,2024-07-19 18:01
Mar,18.8,2024-07-19 18:01
VIX,16.25,2024-07-19 18:01
Aug,15.94,2024-07-19 19:02
Sep,16.52,2024-07-19 19:02
Oct,18.3,2024-07-19 19:02
Nov,17.81,2024-07-19 19:02
Dec,17.57,2024-07-19 19:02
Jan,18.22,2024-07-19 19:02
Feb,18.5,2024-07-19 19:02
Mar,18.8,2024-07-19 19:02
VIX,16.8,2024-07-19 19:02
Aug,15.93,2024-07-19 21:01
Sep,16.5,2024-07-19 21:01
Oct,18.23,2024-07-19 21:01
Nov,17.76,2024-07-19 21:01
Dec,17.5,2024-07-19 21:01
Jan,18.17,2024-07-19 21:01
Feb,18.48,2024-07-19 21:01
Mar,18.75,2024-07-19 21:01
VIX,16.68,2024-07-19 21:01
Aug,15.93,2024-07-19 21:01
Sep,16.5,2024-07-19 21:01
Oct,18.23,2024-07-19 21:01
Nov,17.76,2024-07-19 21:01
Dec,17.5,2024-07-19 21:01
Jan,18.17,2024-07-19 21:01
Feb,18.48,2024-07-19 21:01
Mar,18.75,2024-07-19 21:01
VIX,16.68,2024-07-19 21:01
Aug,15.9,2024-07-19 22:00
Sep,16.55,2024-07-19 22:00
Oct,18.31,2024-07-19 22:00
Nov,17.81,2024-07-19 22:00
Dec,17.52,2024-07-19 22:00
Jan,18.2,2024-07-19 22:00
Feb,18.45,2024-07-19 22:00
Mar,18.75,2024-07-19 22:00
VIX,16.37,2024-07-19 22:00
Aug,15.93,2024-07-19 23:01
Sep,16.56,2024-07-19 23:01
Oct,18.39,2024-07-19 23:01
Nov,17.87,2024-07-19 23:01
Dec,17.57,2024-07-19 23:01
Jan,18.27,2024-07-19 23:01
Feb,18.5,2024-07-19 23:01
Mar,18.69,2024-07-19 23:01
VIX,16.52,2024-07-19 23:01
Aug,15.9,2024-07-20 00:01
Sep,16.55,2024-07-20 00:01
Oct,18.37,2024-07-20 00:01
Nov,17.86,2024-07-20 00:01
Dec,17.57,2024-07-20 00:01
Jan,18.27,2024-07-20 00:01
Feb,18.5,2024-07-20 00:01
Mar,18.69,2024-07-20 00:01
VIX,16.52,2024-07-20 00:01
Aug,15.9,2024-07-20 01:01
Sep,16.55,2024-07-20 01:01
Oct,18.37,2024-07-20 01:01
Nov,17.86,2024-07-20 01:01
Dec,17.57,2024-07-20 01:01
Jan,18.27,2024-07-20 01:01
Feb,18.5,2024-07-20 01:01
Mar,18.69,2024-07-20 01:01
VIX,16.52,2024-07-20 01:01
Aug,15.9,2024-07-20 02:01
Sep,16.55,2024-07-20 02:01
Oct,18.37,2024-07-20 02:01
Nov,17.86,2024-07-20 02:01
Dec,17.57,2024-07-20 02:01
Jan,18.27,2024-07-20 02:01
Feb,18.5,2024-07-20 02:01
Mar,18.69,2024-07-20 02:01
VIX,16.52,2024-07-20 02:01
Aug,15.9,2024-07-20 03:01
Sep,16.55,2024-07-20 03:01
Oct,18.37,2024-07-20 03:01
Nov,17.86,2024-07-20 03:01
Dec,17.57,2024-07-20 03:01
Jan,18.27,2024-07-20 03:01
Feb,18.5,2024-07-20 03:01
Mar,18.69,2024-07-20 03:01
VIX,16.52,2024-07-20 03:01
Aug,15.9,2024-07-20 04:01
Sep,16.55,2024-07-20 04:01
Oct,18.37,2024-07-20 04:01
Nov,17.86,2024-07-20 04:01
Dec,17.57,2024-07-20 04:01
Jan,18.27,2024-07-20 04:01
Feb,18.5,2024-07-20 04:01
Mar,18.69,2024-07-20 04:01
VIX,16.52,2024-07-20 04:01
Aug,15.9,2024-07-20 05:02
Sep,16.55,2024-07-20 05:02
Oct,18.37,2024-07-20 05:02
Nov,17.86,2024-07-20 05:02
Dec,17.57,2024-07-20 05:02
Jan,18.27,2024-07-20 05:02
Feb,18.5,2024-07-20 05:02
Mar,18.69,2024-07-20 05:02
VIX,16.52,2024-07-20 05:02
Aug,15.9,2024-07-20 06:01
Sep,16.55,2024-07-20 06:01
Oct,18.37,2024-07-20 06:01
Nov,17.86,2024-07-20 06:01
Dec,17.57,2024-07-20 06:01
Jan,18.27,2024-07-20 06:01
Feb,18.5,2024-07-20 06:01
Mar,18.69,2024-07-20 06:01
VIX,16.52,2024-07-20 06:01
Aug,15.9,2024-07-20 07:01
Sep,16.55,2024-07-20 07:01
Oct,18.37,2024-07-20 07:01
Nov,17.86,2024-07-20 07:01
Dec,17.57,2024-07-20 07:01
Jan,18.27,2024-07-20 07:01
Feb,18.5,2024-07-20 07:01
Mar,18.69,2024-07-20 07:01
VIX,16.52,2024-07-20 07:01
Aug,15.9,2024-07-20 08:01
Sep,16.55,2024-07-20 08:01
Oct,18.37,2024-07-20 08:01
Nov,17.86,2024-07-20 08:01
Dec,17.57,2024-07-20 08:01
Jan,18.27,2024-07-20 08:01
Feb,18.5,2024-07-20 08:01
Mar,18.69,2024-07-20 08:01
VIX,16.52,2024-07-20 08:01
Aug,15.9,2024-07-20 09:03
Sep,16.55,2024-07-20 09:03
Oct,18.37,2024-07-20 09:03
Nov,17.86,2024-07-20 09:03
Dec,17.57,2024-07-20 09:03
Jan,18.27,2024-07-20 09:03
Feb,18.5,2024-07-20 09:03
Mar,18.69,2024-07-20 09:03
VIX,16.52,2024-07-20 09:03
Aug,15.9,2024-07-20 10:01
Sep,16.55,2024-07-20 10:01
Oct,18.37,2024-07-20 10:01
Nov,17.86,2024-07-20 10:01
Dec,17.57,2024-07-20 10:01
Jan,18.27,2024-07-20 10:01
Feb,18.5,2024-07-20 10:01
Mar,18.69,2024-07-20 10:01
VIX,16.52,2024-07-20 10:01
Aug,15.9,2024-07-20 11:01
Sep,16.55,2024-07-20 11:01
Oct,18.37,2024-07-20 11:01
Nov,17.86,2024-07-20 11:01
Dec,17.57,2024-07-20 11:01
Jan,18.27,2024-07-20 11:01
Feb,18.5,2024-07-20 11:01
Mar,18.69,2024-07-20 11:01
VIX,16.52,2024-07-20 11:01
Aug,15.9,2024-07-20 12:01
Sep,16.55,2024-07-20 12:01
Oct,18.37,2024-07-20 12:01
Nov,17.86,2024-07-20 12:01
Dec,17.57,2024-07-20 12:01
Jan,18.27,2024-07-20 12:01
Feb,18.5,2024-07-20 12:01
Mar,18.69,2024-07-20 12:01
VIX,16.52,2024-07-20 12:01
Aug,15.9,2024-07-20 13:01
Sep,16.55,2024-07-20 13:01
Oct,18.37,2024-07-20 13:01
Nov,17.86,2024-07-20 13:01
Dec,17.57,2024-07-20 13:01
Jan,18.27,2024-07-20 13:01
Feb,18.5,2024-07-20 13:01
Mar,18.69,2024-07-20 13:01
VIX,16.52,2024-07-20 13:01
Aug,15.9,2024-07-20 15:01
Sep,16.55,2024-07-20 15:01
Oct,18.37,2024-07-20 15:01
Nov,17.86,2024-07-20 15:01
Dec,17.57,2024-07-20 15:01
Jan,18.27,2024-07-20 15:01
Feb,18.5,2024-07-20 15:01
Mar,18.69,2024-07-20 15:01
VIX,16.52,2024-07-20 15:01
Aug,15.9,2024-07-20 15:02
Sep,16.55,2024-07-20 15:02
Oct,18.37,2024-07-20 15:02
Nov,17.86,2024-07-20 15:02
Dec,17.57,2024-07-20 15:02
Jan,18.27,2024-07-20 15:02
Feb,18.5,2024-07-20 15:02
Mar,18.69,2024-07-20 15:02
VIX,16.52,2024-07-20 15:02
Aug,15.9,2024-07-20 16:01
Sep,16.55,2024-07-20 16:01
Oct,18.37,2024-07-20 16:01
Nov,17.86,2024-07-20 16:01
Dec,17.57,2024-07-20 16:01
Jan,18.27,2024-07-20 16:01
Feb,18.5,2024-07-20 16:01
Mar,18.69,2024-07-20 16:01
VIX,16.52,2024-07-20 16:01
Aug,15.9,2024-07-20 17:01
Sep,16.55,2024-07-20 17:01
Oct,18.37,2024-07-20 17:01
Nov,17.86,2024-07-20 17:01
Dec,17.57,2024-07-20 17:01
Jan,18.27,2024-07-20 17:01
Feb,18.5,2024-07-20 17:01
Mar,18.69,2024-07-20 17:01
VIX,16.52,2024-07-20 17:01
Aug,15.9,2024-07-20 19:01
Sep,16.55,2024-07-20 19:01
Oct,18.37,2024-07-20 19:01
Nov,17.86,2024-07-20 19:01
Dec,17.57,2024-07-20 19:01
Jan,18.27,2024-07-20 19:01
Feb,18.5,2024-07-20 19:01
Mar,18.69,2024-07-20 19:01
VIX,16.52,2024-07-20 19:01
Aug,15.9,2024-07-20 19:01
Sep,16.55,2024-07-20 19:01
Oct,18.37,2024-07-20 19:01
Nov,17.86,2024-07-20 19:01
Dec,17.57,2024-07-20 19:01
Jan,18.27,2024-07-20 19:01
Feb,18.5,2024-07-20 19:01
Mar,18.69,2024-07-20 19:01
VIX,16.52,2024-07-20 19:01
Aug,15.9,2024-07-20 20:02
Sep,16.55,2024-07-20 20:02
Oct,18.37,2024-07-20 20:02
Nov,17.86,2024-07-20 20:02
Dec,17.57,2024-07-20 20:02
Jan,18.27,2024-07-20 20:02
Feb,18.5,2024-07-20 20:02
Mar,18.69,2024-07-20 20:02
VIX,16.52,2024-07-20 20:02
Aug,15.9,2024-07-20 21:01
Sep,16.55,2024-07-20 21:01
Oct,18.37,2024-07-20 21:01
Nov,17.86,2024-07-20 21:01
Dec,17.57,2024-07-20 21:01
Jan,18.27,2024-07-20 21:01
Feb,18.5,2024-07-20 21:01
Mar,18.69,2024-07-20 21:01
VIX,16.52,2024-07-20 21:01
Aug,15.9,2024-07-20 22:01
Sep,16.55,2024-07-20 22:01
Oct,18.37,2024-07-20 22:01
Nov,17.86,2024-07-20 22:01
Dec,17.57,2024-07-20 22:01
Jan,18.27,2024-07-20 22:01
Feb,18.5,2024-07-20 22:01
Mar,18.69,2024-07-20 22:01
VIX,16.52,2024-07-20 22:01
Aug,15.9,2024-07-20 23:01
Sep,16.55,2024-07-20 23:01
Oct,18.37,2024-07-20 23:01
Nov,17.86,2024-07-20 23:01
Dec,17.57,2024-07-20 23:01
Jan,18.27,2024-07-20 23:01
Feb,18.5,2024-07-20 23:01
Mar,18.69,2024-07-20 23:01
VIX,16.52,2024-07-20 23:01
Aug,15.9,2024-07-21 00:01
Sep,16.55,2024-07-21 00:01
Oct,18.37,2024-07-21 00:01
Nov,17.86,2024-07-21 00:01
Dec,17.57,2024-07-21 00:01
Jan,18.27,2024-07-21 00:01
Feb,18.5,2024-07-21 00:01
Mar,18.69,2024-07-21 00:01
VIX,16.52,2024-07-21 00:01
Aug,15.9,2024-07-21 01:01
Sep,16.55,2024-07-21 01:01
Oct,18.37,2024-07-21 01:01
Nov,17.86,2024-07-21 01:01
Dec,17.57,2024-07-21 01:01
Jan,18.27,2024-07-21 01:01
Feb,18.5,2024-07-21 01:01
Mar,18.69,2024-07-21 01:01
VIX,16.52,2024-07-21 01:01
Aug,15.9,2024-07-21 02:01
Sep,16.55,2024-07-21 02:01
Oct,18.37,2024-07-21 02:01
Nov,17.86,2024-07-21 02:01
Dec,17.57,2024-07-21 02:01
Jan,18.27,2024-07-21 02:01
Feb,18.5,2024-07-21 02:01
Mar,18.69,2024-07-21 02:01
VIX,16.52,2024-07-21 02:01
Aug,15.9,2024-07-21 04:01
Sep,16.55,2024-07-21 04:01
Oct,18.37,2024-07-21 04:01
Nov,17.86,2024-07-21 04:01
Dec,17.57,2024-07-21 04:01
Jan,18.27,2024-07-21 04:01
Feb,18.5,2024-07-21 04:01
Mar,18.69,2024-07-21 04:01
VIX,16.52,2024-07-21 04:01
Aug,15.9,2024-07-21 04:01
Sep,16.55,2024-07-21 04:01
Oct,18.37,2024-07-21 04:01
Nov,17.86,2024-07-21 04:01
Dec,17.57,2024-07-21 04:01
Jan,18.27,2024-07-21 04:01
Feb,18.5,2024-07-21 04:01
Mar,18.69,2024-07-21 04:01
VIX,16.52,2024-07-21 04:01
Aug,15.9,2024-07-21 06:01
Sep,16.55,2024-07-21 06:01
Oct,18.37,2024-07-21 06:01
Nov,17.86,2024-07-21 06:01
Dec,17.57,2024-07-21 06:01
Jan,18.27,2024-07-21 06:01
Feb,18.5,2024-07-21 06:01
Mar,18.69,2024-07-21 06:01
VIX,16.52,2024-07-21 06:01
Aug,15.9,2024-07-21 06:02
Sep,16.55,2024-07-21 06:02
Oct,18.37,2024-07-21 06:02
Nov,17.86,2024-07-21 06:02
Dec,17.57,2024-07-21 06:02
Jan,18.27,2024-07-21 06:02
Feb,18.5,2024-07-21 06:02
Mar,18.69,2024-07-21 06:02
VIX,16.52,2024-07-21 06:02
Aug,15.9,2024-07-21 07:00
Sep,16.55,2024-07-21 07:00
Oct,18.37,2024-07-21 07:00
Nov,17.86,2024-07-21 07:00
Dec,17.57,2024-07-21 07:00
Jan,18.27,2024-07-21 07:00
Feb,18.5,2024-07-21 07:00
Mar,18.69,2024-07-21 07:00
VIX,16.52,2024-07-21 07:00
Aug,15.9,2024-07-21 08:02
Sep,16.55,2024-07-21 08:02
Oct,18.37,2024-07-21 08:02
Nov,17.86,2024-07-21 08:02
Dec,17.57,2024-07-21 08:02
Jan,18.27,2024-07-21 08:02
Feb,18.5,2024-07-21 08:02
Mar,18.69,2024-07-21 08:02
VIX,16.52,2024-07-21 08:02
Aug,15.9,2024-07-21 09:02
Sep,16.55,2024-07-21 09:02
Oct,18.37,2024-07-21 09:02
Nov,17.86,2024-07-21 09:02
Dec,17.57,2024-07-21 09:02
Jan,18.27,2024-07-21 09:02
Feb,18.5,2024-07-21 09:02
Mar,18.69,2024-07-21 09:02
VIX,16.52,2024-07-21 09:02
Aug,15.9,2024-07-21 10:01
Sep,16.55,2024-07-21 10:01
Oct,18.37,2024-07-21 10:01
Nov,17.86,2024-07-21 10:01
Dec,17.57,2024-07-21 10:01
Jan,18.27,2024-07-21 10:01
Feb,18.5,2024-07-21 10:01
Mar,18.69,2024-07-21 10:01
VIX,16.52,2024-07-21 10:01
Aug,15.9,2024-07-21 10:36
Sep,16.55,2024-07-21 10:36
Oct,18.37,2024-07-21 10:36
Nov,17.86,2024-07-21 10:36
Dec,17.57,2024-07-21 10:36
Jan,18.27,2024-07-21 10:36
Feb,18.5,2024-07-21 10:36
Mar,18.69,2024-07-21 10:36
VIX,16.52,2024-07-21 10:36
Aug,15.9,2024-07-21 10:39
Sep,16.55,2024-07-21 10:39
Oct,18.37,2024-07-21 10:39
Nov,17.86,2024-07-21 10:39
Dec,17.57,2024-07-21 10:39
Jan,18.27,2024-07-21 10:39
Feb,18.5,2024-07-21 10:39
Mar,18.69,2024-07-21 10:39
VIX,16.52,2024-07-21 10:39
